ISO,Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Estimates Start After
MWI,Malawi,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",696.574,739.942,677.473,738.765,658.1,739.764,797.81,829.678,815.759,821.989,808.016,757.941,743.004,768.297,792.618,802.359,816.856,870.661,911.505,959.774,997.035,"1,016.17","1,006.35","1,029.04","1,057.25","1,057.97","1,051.69","1,063.14","1,066.14","1,082.93","1,106.30","1,134.47","1,168.87","1,210.00","1,252.58",2011
MYS,Malaysia,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","16,034.29","17,300.19","18,323.47","19,588.13","20,818.69","22,268.00","23,871.06","24,976.78","22,554.24","23,335.21","24,726.69","24,207.12","24,889.29","25,713.51","26,837.42","27,564.41","28,719.08","30,225.65","31,112.17","30,115.27","31,808.52","32,946.74","34,222.57","34,994.39","36,498.66","37,739.28","38,861.08","40,593.14","42,042.06","43,376.22","44,713.21","46,312.53","47,946.83","49,648.36","51,456.64",2018
MYS,Malaysia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","10,611.32","11,449.08","12,126.27","12,963.21","13,777.59","14,736.73","15,797.61","16,529.37","14,926.15","15,442.99","16,363.86","16,020.01","16,471.47","17,016.93","17,760.72","18,241.83","19,005.98","20,003.01","20,589.71","19,929.96","21,050.54","21,803.80","22,648.13","23,158.91","24,154.42","24,975.45","25,717.85","26,864.11","27,822.98","28,705.92","29,590.72","30,649.14","31,730.70","32,856.75","34,053.46",2018
MDV,Maldives,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","54,342.81","55,473.68","57,441.90","58,938.05","61,714.50","65,033.07","69,428.99","75,058.25","80,725.86","84,832.67","87,560.05","88,654.39","92,526.95","114,184.77","119,126.15","101,671.57","125,656.80","133,243.31","143,705.91","131,965.55","138,993.06","148,223.50","149,257.54","157,482.04","166,234.93","168,207.00","177,489.09","186,624.43","197,335.85","206,626.90","215,501.09","223,622.99","231,956.95","240,764.77","249,715.15",2014
MDV,Maldives,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","5,352.54","5,463.92","5,657.78","5,805.15","6,078.62","6,405.48","6,838.46","7,392.92","7,951.15","8,355.66","8,624.29","8,732.08","9,113.51","11,246.71","11,733.42","10,014.22","12,376.66","13,123.90","14,154.42","12,998.05","13,690.22","14,599.38","14,701.23","15,511.31","16,373.43","16,567.67","17,481.92","18,381.71","19,436.74","20,351.87","21,225.94","22,025.91","22,846.77","23,714.31","24,595.88",2014
MLI,Mali,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","176,626.09","186,693.91","179,798.68","181,671.74","183,665.90","184,157.04","192,400.54","196,466.87","197,070.73","203,998.43","198,465.97","222,636.37","222,934.49","236,039.15","232,409.04","239,868.40","243,070.89","243,417.09","246,670.90","250,067.57","254,911.12","254,925.35","245,214.09","243,564.91","253,402.70","261,338.70","268,410.66","274,668.99","278,960.76","284,529.15","290,075.17","295,419.55","300,847.90","306,089.48","311,443.65",2017
MLI,Mali,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","1,339.04","1,415.37","1,363.09","1,377.29","1,392.41","1,396.13","1,458.63","1,489.46","1,494.03","1,546.55","1,504.61","1,687.85","1,690.11","1,789.46","1,761.94","1,818.49","1,842.77","1,845.40","1,870.06","1,895.81","1,932.53","1,932.64","1,859.02","1,846.52","1,921.10","1,981.26","2,034.88","2,082.32","2,114.86","2,157.07","2,199.12","2,239.64","2,280.79","2,320.53","2,361.12",2017
MLT,Malta,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"13,870.80","13,862.52","14,151.34","14,410.16","14,384.78","14,830.58","15,018.56","15,589.38","16,019.83","15,510.53","15,939.80","16,110.71","16,460.22","17,015.63","18,199.21","19,697.09","20,319.45","21,220.24","21,923.65","22,608.72","23,190.25","23,726.27","24,313.61","24,938.84","25,604.99",2018
MLT,Malta,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","18,178.89","18,748.64","20,048.77","20,631.33","21,366.84","22,635.82","23,418.35","24,360.00","25,006.82","25,801.88","25,390.93","25,375.77","25,904.46","26,378.24","26,331.78","27,147.83","27,491.92","28,536.83","29,324.79","28,392.49","29,178.29","29,491.14","30,130.94","31,147.63","33,314.20","36,056.13","37,195.38","38,844.29","40,131.92","41,385.96","42,450.46","43,431.66","44,506.81","45,651.32","46,870.72",2018
MHL,Marshall Islands,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,"2,478.24","2,371.10","2,276.78","2,395.64","2,557.95","2,671.63","2,662.18","2,630.46","2,686.42","2,715.87","2,807.03","2,705.52","2,667.72","2,821.30","2,839.22","2,917.96","2,988.25","2,956.54","2,927.13","2,968.19","3,091.74","3,120.77","3,145.67","3,167.39","3,180.01","3,187.76","3,189.22","3,178.12",2016
MHL,Marshall Islands,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,"2,660.53","2,545.52","2,444.26","2,571.86","2,746.11","2,868.15","2,858.00","2,823.95","2,884.03","2,915.65","3,013.51","2,904.54","2,863.95","3,028.83","3,048.06","3,132.59","3,208.06","3,174.01","3,142.44","3,186.53","3,319.16","3,350.33","3,377.06","3,400.38","3,413.93","3,422.24","3,423.81","3,411.89",2016
MRT,Mauritania,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","16,478.88","16,037.61","15,879.28","16,351.45","15,413.49","16,457.37","16,930.26","15,792.04","15,775.80","16,513.27","15,975.56","15,831.47","15,481.62","15,942.28","16,389.23","17,374.42","21,311.38","21,311.76","20,967.98","20,212.39","20,644.86","21,073.15","21,751.49","22,529.32","23,234.50","22,803.46","22,687.26","22,854.61","23,142.93","24,137.96","25,009.06","25,894.00","27,653.62","28,807.73","29,817.82",2014
MRT,Mauritania,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","2,909.37","2,831.46","2,803.51","2,886.87","2,721.27","2,905.57","2,989.06","2,788.10","2,785.24","2,915.44","2,820.50","2,795.06","2,733.30","2,814.63","2,893.54","3,067.48","3,762.55","3,762.62","3,701.92","3,568.52","3,644.87","3,720.49","3,840.25","3,977.58","4,102.08","4,025.98","4,005.46","4,035.01","4,085.91","4,261.59","4,415.38","4,571.62","4,882.28","5,086.04","5,264.37",2014
MUS,Mauritius,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","102,636.27","106,037.80","111,467.41","115,751.80","118,863.59","122,898.74","128,445.69","134,061.88","140,714.72","142,564.77","152,735.56","156,404.30","157,849.23","166,088.71","172,146.69","173,616.19","180,608.37","190,084.14","199,601.16","205,671.02","214,163.47","222,539.21","229,681.61","236,877.04","245,249.79","253,631.04","263,232.29","273,034.42","283,085.59","293,224.06","304,363.23","316,383.23","329,134.96","342,405.78","356,176.06",2018
MUS,Mauritius,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","7,638.38","7,891.53","8,295.61","8,614.46","8,846.04","9,146.35","9,559.16","9,977.13","10,472.24","10,609.93","11,366.86","11,639.89","11,747.43","12,360.62","12,811.47","12,920.83","13,441.20","14,146.41","14,854.68","15,306.41","15,938.43","16,561.77","17,093.32","17,628.82","18,251.93","18,875.68","19,590.22","20,319.72","21,067.74","21,822.27","22,651.26","23,545.81","24,494.82","25,482.46","26,507.27",2018
MEX,Mexico,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","105,321.71","107,821.31","109,779.42","110,977.06","114,640.00","105,796.22","111,328.70","117,326.18","121,780.18","123,601.53","128,180.95","126,129.38","124,499.57","124,730.06","128,113.39","129,602.81","133,857.25","135,205.20","134,894.08","126,005.07","130,827.73","133,946.66","137,199.57","137,481.99","139,781.20","142,834.92","145,468.27","147,051.04","148,518.59","147,696.38","148,258.65","149,732.68","151,563.71","153,696.55","156,090.10",2018
MEX,Mexico,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","12,991.23","13,299.55","13,541.08","13,688.80","14,140.62","13,049.76","13,732.18","14,471.96","15,021.35","15,246.01","15,810.87","15,557.81","15,356.78","15,385.21","15,802.54","15,986.25","16,511.03","16,677.30","16,638.92","15,542.48","16,137.34","16,522.06","16,923.30","16,958.13","17,241.74","17,618.41","17,943.23","18,138.46","18,319.48","18,218.06","18,287.41","18,469.23","18,695.09","18,958.17","19,253.41",2018
FSM,Micronesia,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,"2,255.80","2,181.03","2,044.03","2,095.21","2,122.18","2,220.05","2,272.59","2,292.77","2,335.96","2,268.90","2,321.95","2,331.27","2,297.94","2,259.25","2,298.23","2,357.67","2,445.12","2,402.25","2,310.83","2,258.95","2,366.86","2,384.77","2,442.52","2,470.29","2,503.34","2,520.02","2,535.90","2,548.30","2,560.76","2,573.28",2018
FSM,Micronesia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,"2,802.54","2,709.65","2,539.45","2,603.02","2,636.53","2,758.12","2,823.41","2,848.47","2,902.13","2,818.81","2,884.73","2,896.30","2,854.89","2,806.82","2,855.26","2,929.10","3,037.75","2,984.49","2,870.91","2,806.46","2,940.52","2,962.77","3,034.51","3,069.01","3,110.07","3,130.80","3,150.52","3,165.93","3,181.42","3,196.98",2018
MDA,Moldova,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,"2,610.15","2,585.53","1,784.59","1,761.05","1,662.43","1,694.65","1,586.96","1,535.47","1,571.58","1,670.80","1,805.85","1,930.84","2,077.76","2,240.12","2,353.43","2,429.74","2,623.07","2,468.33","2,646.00","2,800.65","2,784.17","3,037.55","3,191.64","3,182.73","3,325.07","3,485.19","3,627.27","3,756.92","3,902.48","4,053.69","4,210.76","4,373.91","4,543.39",2018
MDA,Moldova,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,"4,672.37","4,628.29","3,194.54","3,152.41","2,975.87","3,033.54","2,840.78","2,748.61","2,813.24","2,990.86","3,232.61","3,456.35","3,719.34","4,009.98","4,212.82","4,349.41","4,695.49","4,418.49","4,736.54","5,013.37","4,983.87","5,437.45","5,713.27","5,697.32","5,952.12","6,238.75","6,493.08","6,725.16","6,985.73","7,256.40","7,537.57","7,829.63","8,133.01",2018
MNG,Mongolia,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","2,576,128.28","2,283,251.93","2,034,028.55","1,951,422.08","1,974,423.21","2,069,209.87","2,084,769.84","2,136,468.72","2,177,021.42","2,212,326.92","2,210,107.97","2,284,776.49","2,372,670.43","2,517,187.90","2,725,332.13","2,869,284.19","3,064,849.07","3,285,921.77","3,482,367.79","3,347,123.53","3,533,756.42","4,070,034.78","4,482,062.07","4,897,383.11","5,167,736.07","5,183,740.02","5,139,826.63","5,315,388.66","5,576,877.02","5,828,630.06","6,026,925.51","6,218,669.68","6,443,539.78","6,704,793.64","6,908,766.76",2014
MNG,Mongolia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","5,521.27","4,893.56","4,359.42","4,182.37","4,231.67","4,434.82","4,468.17","4,578.97","4,665.89","4,741.55","4,736.80","4,896.83","5,085.21","5,394.94","5,841.05","6,149.57","6,568.71","7,042.53","7,463.56","7,173.70","7,573.70","8,723.07","9,606.15","10,496.28","11,075.71","11,110.01","11,015.89","11,392.17","11,952.60","12,492.17","12,917.16","13,328.12","13,810.07","14,370.00","14,807.16",2014
MNE,Montenegro,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"2,839.46","2,859.97","2,914.31","2,987.17","3,118.61","3,249.59","3,529.05","3,762.39","4,026.13","3,784.49","3,879.56","3,999.36","3,887.29","4,021.37","4,089.15","4,225.06","4,348.98","4,553.36","4,773.41","4,912.94","5,031.46","5,174.77","5,335.71","5,503.16","5,660.56",2018
MNE,Montenegro,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"10,133.79","10,207.02","10,400.95","10,660.98","11,130.06","11,597.52","12,594.91","13,427.69","14,368.96","13,506.55","13,845.83","14,273.41","13,873.45","14,351.94","14,593.84","15,078.92","15,521.16","16,250.60","17,035.91","17,533.88","17,956.89","18,468.37","19,042.73","19,640.35","20,202.08",2018
MAR,Morocco,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","14,229.29","14,966.87","14,383.73","14,023.50","15,241.65","14,205.74","15,738.51","15,276.53","16,156.71","16,108.39","16,194.22","17,147.42","17,448.33","18,245.40","18,871.90","19,242.13","20,435.21","20,889.41","21,849.73","22,493.94","23,064.89","23,979.00","24,401.91","25,202.94","25,575.37","26,460.76","26,460.49","27,283.32","27,796.09","28,240.28","28,984.47","29,881.49","30,862.71","31,921.15","33,057.76",2018
MAR,Morocco,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","4,062.44","4,273.02","4,106.53","4,003.69","4,351.46","4,055.71","4,493.32","4,361.42","4,612.71","4,598.92","4,623.42","4,895.56","4,981.47","5,209.03","5,387.90","5,493.60","5,834.22","5,963.89","6,238.06","6,421.98","6,584.99","6,845.96","6,966.70","7,195.40","7,301.72","7,554.50","7,554.42","7,789.34","7,935.74","8,062.55","8,275.02","8,531.11","8,811.25","9,113.43","9,437.93",2018
MOZ,Mozambique,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","5,243.74","5,456.35","5,006.27","5,246.74","5,367.95","5,306.70","6,534.28","7,049.53","7,687.36","8,080.40","8,001.36","8,774.30","9,281.98","9,610.02","10,074.08","10,654.66","11,312.56","11,814.67","12,278.28","12,697.58","13,171.53","13,716.82","14,295.05","14,891.01","15,559.15","16,133.64","16,290.42","16,449.19","16,538.61","16,394.39","16,930.74","17,149.63","17,373.48","18,489.69","20,081.40",2015
MOZ,Mozambique,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",363.869,378.622,347.391,364.077,372.488,368.238,453.421,489.175,533.434,560.708,555.223,608.858,644.087,666.85,699.052,739.339,784.991,819.833,852.003,881.099,913.987,951.825,991.949,"1,033.30","1,079.67","1,119.53","1,130.41","1,141.43","1,147.63","1,137.63","1,174.84","1,190.03","1,205.57","1,283.02","1,393.47",2015
MMR,Myanmar,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"254,334.40","272,301.45","302,784.54","337,461.98","374,146.08","420,040.82","474,713.03","535,831.23","603,297.89","674,321.46","720,398.76","746,644.39","779,905.61","815,984.62","861,558.21","921,551.12","988,579.54","1,053,718.24","1,099,337.46","1,160,278.98","1,235,077.53","1,307,062.71","1,379,542.52","1,453,129.33","1,532,789.69","1,620,600.75","1,715,906.88",2015
MMR,Myanmar,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"1,139.40","1,219.89","1,356.45","1,511.81","1,676.15","1,881.75","2,126.68","2,400.49","2,702.73","3,020.91","3,227.34","3,344.92","3,493.92","3,655.56","3,859.72","4,128.49","4,428.77","4,720.59","4,924.96","5,197.97","5,533.06","5,855.55","6,180.26","6,509.92","6,866.79","7,260.18","7,687.15",2015
NAM,Namibia,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","13,971.17","14,115.41","14,867.13","14,155.31","14,151.80","14,319.48","14,336.13","14,474.58","14,488.46","14,520.28","14,839.22","15,178.60","15,930.34","16,214.29","17,002.50","17,486.71","17,857.54","18,492.88","18,702.37","18,480.51","19,306.99","19,990.13","20,618.42","21,373.05","22,305.94","23,219.27","23,038.90","22,411.25","21,977.96","21,531.04","21,458.27","21,571.44","21,848.16","22,277.01","22,512.86",2018
NAM,Namibia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","6,382.05","6,447.94","6,791.33","6,466.17","6,464.56","6,541.16","6,548.76","6,612.01","6,618.35","6,632.88","6,778.58","6,933.61","7,277.00","7,406.71","7,766.77","7,987.95","8,157.35","8,447.57","8,543.27","8,441.93","8,819.46","9,131.52","9,418.53","9,763.24","10,189.39","10,606.60","10,524.21","10,237.49","10,039.56","9,835.41","9,802.17","9,853.86","9,980.27","10,176.17","10,283.91",2018
NRU,Nauru,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"3,248.36","3,278.00","3,869.53","2,960.88","3,504.41","3,759.23","4,001.50","4,385.36","4,703.78","5,907.17","6,861.27","6,742.00","6,640.06","6,088.83","6,193.48","6,294.10","6,222.73","6,184.96","6,169.96","6,168.48","6,174.54",2016
NRU,Nauru,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"4,054.44","4,091.43","4,829.76","3,695.62","4,374.03","4,692.09","4,994.47","5,473.58","5,871.02","7,373.03","8,563.89","8,415.03","8,287.79","7,599.77","7,730.40","7,855.98","7,766.90","7,719.76","7,701.03","7,699.18","7,706.74",2016
NPL,Nepal,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","13,567.90","14,059.82","14,246.25","14,395.96","15,171.28","15,308.13","15,749.83","16,215.47","16,350.12","16,754.58","17,459.15","18,134.33","17,878.17","18,320.27","18,922.77","19,333.80","19,737.28","20,166.27","21,169.46","21,950.51","22,897.28","23,656.07","24,834.49","25,928.99","27,493.08","28,292.98","28,202.62","30,117.52","31,595.67","33,387.21","35,022.93","36,562.17","38,001.36","39,375.70","40,799.26",2015
NPL,Nepal,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","1,177.24","1,219.92","1,236.09","1,249.08","1,316.35","1,328.23","1,366.55","1,406.96","1,418.64","1,453.73","1,514.86","1,573.45","1,551.22","1,589.58","1,641.86","1,677.52","1,712.53","1,749.75","1,836.79","1,904.56","1,986.71","2,052.55","2,154.79","2,249.76","2,385.47","2,454.87","2,447.03","2,613.18","2,741.44","2,896.88","3,038.81","3,172.36","3,297.23","3,416.48","3,540.00",2015
NLD,Netherlands,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","28,258.78","28,724.20","28,951.79","29,106.02","29,781.60","30,440.37","31,362.17","32,565.52","33,896.22","35,362.44","36,606.54","37,170.22","36,977.31","36,835.90","37,415.17","38,069.73","39,318.46","40,742.23","41,506.88","39,789.67","40,106.27","40,530.21","39,933.48","39,765.79","40,212.93","40,827.12","41,529.30","42,482.03","43,332.83","43,969.79","44,561.33","45,111.03","45,650.90","46,188.38","46,757.15",2018
NLD,Netherlands,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","32,734.03","33,273.15","33,536.78","33,715.44","34,498.01","35,261.11","36,328.89","37,722.81","39,264.25","40,962.66","42,403.78","43,056.73","42,833.27","42,669.47","43,340.48","44,098.70","45,545.19","47,194.43","48,080.18","46,091.02","46,457.76","46,948.83","46,257.60","46,063.35","46,581.31","47,292.77","48,106.15","49,209.75","50,195.30","50,933.13","51,618.35","52,255.10","52,880.47","53,503.07","54,161.92",2018
NZL,New Zealand,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","32,410.62","30,891.07","30,842.30","31,935.63","33,595.10","34,502.39","35,263.80","35,941.57","35,964.95","37,356.60","38,676.00","39,090.45","40,321.34","41,428.75","42,701.31","43,300.65","43,982.32","45,331.28","44,781.21","44,388.17","44,848.31","45,419.83","46,299.06","46,786.50","47,418.00","48,333.01","49,295.16","49,572.29","50,083.17","50,245.29","50,593.48","50,981.11","51,435.73","51,905.42","52,335.71",2018
NZL,New Zealand,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","23,056.62","21,975.63","21,940.93","22,718.72","23,899.25","24,544.69","25,086.35","25,568.51","25,585.14","26,575.15","27,513.76","27,808.59","28,684.24","29,472.04","30,377.33","30,803.69","31,288.63","32,248.26","31,856.95","31,577.35","31,904.68","32,311.26","32,936.73","33,283.49","33,732.73","34,383.67","35,068.14","35,265.28","35,628.72","35,744.05","35,991.75","36,267.51","36,590.92","36,925.05","37,231.15",2018
NIC,Nicaragua,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,"16,849.08","17,329.98","17,934.76","18,164.76","18,467.16","19,379.18","19,773.58","19,949.83","19,696.73","19,789.04","20,424.98","20,877.71","21,518.41","22,316.04","22,784.15","21,752.17","22,425.54","23,122.07","24,322.23","25,257.58","26,193.49","27,165.84","28,112.67","29,123.79","27,723.79","26,055.57","25,580.72","25,291.75","25,142.57","25,126.61","25,230.48",2017
NIC,Nicaragua,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,"2,986.42","3,071.65","3,178.85","3,219.61","3,273.21","3,434.86","3,504.77","3,536.01","3,491.15","3,507.51","3,620.23","3,700.47","3,814.03","3,955.41","4,038.38","3,855.46","3,974.82","4,098.27","4,310.99","4,476.78","4,642.67","4,815.01","4,982.83","5,162.05","4,913.90","4,618.22","4,534.06","4,482.84","4,456.40","4,453.57","4,471.98",2017
NER,Niger,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","133,805.77","132,769.90","120,033.14","117,689.62","118,269.81","106,733.90","108,327.17","105,103.79","114,335.98","111,413.45","104,688.00","109,064.47","110,752.23","114,272.32","109,202.68","114,060.64","116,251.00","115,509.44","121,959.13","116,564.56","121,545.97","119,507.91","128,558.20","130,145.40","134,591.49","135,081.63","136,370.37","137,657.78","141,090.78","144,368.99","147,436.24","149,958.77","161,657.58","165,352.70","170,159.83",2009
NER,Niger,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",894.879,887.951,802.769,787.096,790.976,713.825,724.481,702.923,764.667,745.121,700.142,729.412,740.699,764.241,730.336,762.825,777.474,772.515,815.65,779.571,812.887,799.256,859.784,870.399,900.134,903.412,912.031,920.641,943.6,965.525,986.038,"1,002.91","1,081.15","1,105.86","1,138.01",2009
NGA,Nigeria,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","202,764.71","196,574.73","195,884.57","194,038.94","189,746.08","188,546.36","191,362.72","192,045.50","191,995.07","188,239.22","193,715.29","201,505.19","225,183.60","240,403.39","258,798.03","269,866.05","280,595.38","293,306.05","306,198.94","323,059.12","349,957.73","357,362.20","362,796.24","372,267.20","385,348.83","385,237.10","369,178.49","362,574.55","360,109.00","359,019.00","358,826.87","358,698.71","359,404.32","359,753.85","360,281.70",2012
NGA,Nigeria,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","2,985.41","2,894.27","2,884.11","2,856.93","2,793.73","2,776.06","2,817.53","2,827.58","2,826.84","2,771.54","2,852.17","2,966.86","3,315.49","3,539.58","3,810.41","3,973.37","4,131.35","4,318.49","4,508.32","4,756.56","5,152.60","5,261.62","5,341.63","5,481.08","5,673.69","5,672.04","5,435.60","5,338.37","5,302.07","5,286.02","5,283.19","5,281.30","5,291.69","5,296.84","5,304.61",2012
MKD,North Macedonia,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,"139,330.00","128,257.14","125,307.83","123,197.41","123,816.09","125,092.99","128,700.29","133,704.36","139,234.66","134,522.22","136,153.82","138,855.52","144,908.55","151,432.97","158,815.56","168,828.91","177,768.05","176,776.50","182,309.30","186,347.28","185,272.32","190,371.24","196,955.59","204,341.96","209,916.37","210,259.62","215,696.34","222,321.51","229,780.39","237,133.37","244,958.77","253,360.85","262,329.83",2018
MKD,North Macedonia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,"9,020.19","8,303.33","8,112.40","7,975.77","8,015.82","8,098.49","8,332.02","8,655.98","9,014.01","8,708.93","8,814.56","8,989.47","9,381.34","9,803.73","10,281.68","10,929.94","11,508.66","11,444.46","11,802.66","12,064.07","11,994.48","12,324.58","12,750.85","13,229.04","13,589.93","13,612.15","13,964.12","14,393.03","14,875.92","15,351.95","15,858.57","16,402.51","16,983.16",2018
